Timestamp [ms],PL_id,PD_id,CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
2013-08-01 11:32:58,PL_1,PD_1,2,5851.9989,751.0065254999997,12.833333333333332,8388608.0,1168810.133333333,0.0,1.0666666666666669,12.333333333333336,28.93333333333333
2013-08-01 11:37:58,PL_1,PD_1,2,5851.9989,696.3878691000001,11.9,8388608.0,900375.7333333333,0.0,1.5333333333333334,11.866666666666667,27.73333333333333
2013-08-01 11:42:58,PL_1,PD_1,2,5851.9989,694.4372027999997,11.866666666666667,8388608.0,782935.2,0.0,1.6,14.733333333333333,36.2
2013-08-01 11:47:58,PL_1,PD_1,2,5851.9989,749.0558592,12.8,8388608.0,928338.1333333331,0.0,1.4,11.666666666666664,28.066666666666666
2013-08-01 11:52:58,PL_1,PD_1,2,5851.9989,684.6838712999999,11.7,8388608.0,1029000.2666666668,0.0,1.0666666666666669,12.333333333333336,27.8
2013-08-01 11:57:58,PL_1,PD_1,2,5851.9989,721.7465309999997,12.333333333333332,8388608.0,939523.2,0.0,1.6,14.466666666666667,36.4
2013-08-01 12:02:58,PL_1,PD_1,2,5851.9989,708.0918668999999,12.1,8388608.0,889190.6666666665,0.0,1.3333333333333333,11.0,27.266666666666666
2013-08-01 12:07:58,PL_1,PD_1,2,5851.9989,676.8812061000001,11.566666666666668,8388608.0,1023407.7333333332,0.0,1.6666666666666667,12.866666666666667,28.466666666666665
2013-08-01 12:12:58,PL_1,PD_1,2,5851.9989,727.5985298999999,12.433333333333332,8388608.0,989853.8666666669,0.0,1.0,13.733333333333333,35.666666666666664
2013-08-01 12:17:58,PL_1,PD_1,2,5851.9989,717.8451984000003,12.266666666666667,8388608.0,766158.1333333333,0.0,1.0,11.866666666666667,27.6
2013-08-01 12:22:58,PL_1,PD_1,2,5851.9989,676.8812061000001,11.566666666666668,8388608.0,777342.6666666665,0.0,1.0,13.066666666666665,30.86666666666667
2013-08-01 12:27:58,PL_1,PD_1,2,5851.9989,729.5491962,12.466666666666667,8388608.0,721418.4,0.0,1.0,13.2,32.93333333333333
2013-08-01 12:32:58,PL_1,PD_1,2,5851.9989,737.3518614,12.6,8388608.0,766157.3333333335,0.0,1.0,11.866666666666667,27.66666666666667
2013-08-01 12:37:58,PL_1,PD_1,2,5851.9989,665.1772083,11.366666666666667,8388608.0,754973.6,0.0,0.9333333333333332,13.666666666666664,33.73333333333333
2013-08-01 12:42:58,PL_1,PD_1,2,5851.9989,756.8585243999999,12.933333333333332,8388608.0,838859.2,0.0,0.9333333333333332,12.6,30.2
2013-08-01 12:47:58,PL_1,PD_1,2,5851.9989,700.2892016999997,11.966666666666667,8388608.0,1045777.6,0.0,1.0,11.733333333333333,27.66666666666667
2013-08-01 12:52:58,PL_1,PD_1,2,5851.9989,684.6838712999999,11.7,8388608.0,760565.6,0.0,1.0666666666666669,14.333333333333336,35.333333333333336
2013-08-01 12:57:58,PL_1,PD_1,2,5851.9989,745.1545265999997,12.733333333333333,8388608.0,794119.7333333333,0.0,1.0,11.933333333333335,28.6
2013-08-01 13:02:58,PL_1,PD_1,2,5851.9989,684.6838712999999,11.7,8388608.0,749380.2666666667,0.0,1.0,11.933333333333335,27.53333333333333
2013-08-01 13:07:58,PL_1,PD_1,2,5851.9989,717.8451984000003,12.266666666666667,8388608.0,782934.9333333331,0.0,1.3333333333333333,15.0,36.73333333333333
2013-08-01 13:12:58,PL_1,PD_1,2,5851.9989,725.6478635999997,12.4,8388608.0,838858.4,0.0,1.0,11.733333333333333,27.6
2013-08-01 13:17:58,PL_1,PD_1,2,5851.9989,676.8812061000001,11.566666666666668,8388608.0,687864.8,0.0,0.9333333333333332,12.733333333333333,29.66666666666667
2013-08-01 13:22:58,PL_1,PD_1,2,5851.9989,737.3518614,12.6,8388608.0,833265.8666666667,0.0,1.0,13.466666666666667,34.266666666666666
2013-08-01 13:27:58,PL_1,PD_1,2,5851.9989,733.4505287999997,12.533333333333333,8388608.0,693456.5333333333,0.0,1.0,11.733333333333333,27.73333333333333
2013-08-01 13:32:59,PL_1,PD_1,2,5851.9989,667.1278745999998,11.4,8388608.0,788527.2,0.0,1.0,13.266666666666667,32.46666666666667
2013-08-01 13:37:59,PL_1,PD_1,2,5851.9989,739.3025276999997,12.633333333333333,8388608.0,945114.4,0.0,2.2,12.733333333333333,31.53333333333333
2013-08-01 13:42:59,PL_1,PD_1,2,5851.9989,715.8945320999999,12.233333333333333,8388608.0,727010.6666666665,0.0,1.0,11.8,27.66666666666667
2013-08-01 13:47:59,PL_1,PD_1,2,5851.9989,674.9305397999998,11.533333333333333,8388608.0,732602.9333333331,0.0,1.0,14.0,34.86666666666667
2013-08-01 13:52:58,PL_1,PD_1,2,5851.9989,754.9078581,12.9,8388608.0,816488.8,0.0,1.0,12.4,28.93333333333333
2013-08-01 13:57:58,PL_1,PD_1,2,5851.9989,690.5358702000003,11.8,8388608.0,956299.7333333332,0.0,1.0666666666666669,11.8,27.66666666666667
2013-08-01 14:02:58,PL_1,PD_1,2,5851.9989,700.2892016999997,11.966666666666667,8388608.0,715825.8666666667,0.0,1.0,14.666666666666664,35.86666666666667
2013-08-01 14:07:58,PL_1,PD_1,2,5851.9989,739.3025276999997,12.633333333333333,8388608.0,620755.2,0.0,1.0,11.666666666666664,28.0
2013-08-01 14:12:58,PL_1,PD_1,2,5851.9989,713.9438657999997,12.2,8388608.0,777342.9333333331,0.0,0.9333333333333332,14.4,34.333333333333336
2013-08-01 14:17:58,PL_1,PD_1,2,5851.9989,1591.7437008,27.2,8388608.0,872413.8666666667,0.0,7.333333333333332,81.73333333333333,138.93333333333334
2013-08-01 14:22:58,PL_1,PD_1,2,5851.9989,1656.1156887,28.3,8388608.0,1554685.6,0.0,8.8,100.0,167.2
2013-08-01 14:27:58,PL_1,PD_1,2,5851.9989,1646.3623572,28.133333333333336,8388608.0,1800751.2,0.0,9.6,115.66666666666669,168.2
2013-08-01 14:32:58,PL_1,PD_1,2,5851.9989,1593.6943671,27.23333333333333,8388608.0,1291843.4666666666,0.0,9.6,98.46666666666668,159.73333333333332
2013-08-01 14:37:58,PL_1,PD_1,2,5851.9989,1667.8196865,28.5,8388608.0,1207957.333333333,0.0,10.2,100.26666666666668,166.13333333333333
2013-08-01 14:42:58,PL_1,PD_1,2,5851.9989,1619.0530289999995,27.666666666666664,8388608.0,1431654.4,0.0,10.333333333333334,115.86666666666666,174.0
2013-08-01 14:47:58,PL_1,PD_1,2,5851.9989,1646.3623572,28.133333333333336,8388608.0,1867860.8,0.0,7.333333333333332,85.0,162.53333333333333
2013-08-01 14:52:58,PL_1,PD_1,2,5851.9989,1771.2050003999998,30.266666666666666,8388608.0,1828714.4,0.0,7.6,115.53333333333332,132.93333333333334
2013-08-01 14:57:58,PL_1,PD_1,2,5851.9989,1749.7476711,29.9,8388608.0,2315254.4,0.0,6.7333333333333325,114.46666666666668,128.8
2013-08-01 15:02:58,PL_1,PD_1,2,5851.9989,1661.9676875999999,28.4,8388608.0,1845492.0,0.0,7.4,117.0,130.86666666666667
2013-08-01 15:07:58,PL_1,PD_1,2,5851.9989,1640.5103582999998,28.03333333333333,8388608.0,2214590.4,0.0,7.733333333333332,93.93333333333334,125.46666666666668
2013-08-01 15:12:58,PL_1,PD_1,2,5851.9989,1691.2276820999994,28.9,8388608.0,1895822.4,0.0,7.2666666666666675,123.53333333333332,122.8
2013-08-01 15:17:59,PL_1,PD_1,2,5851.9989,1732.1916744000002,29.6,8388608.0,1895823.2,0.0,7.2666666666666675,114.4,140.06666666666666
2013-08-01 15:22:59,PL_1,PD_1,2,5851.9989,1974.0742956,33.73333333333333,8388608.0,2281700.0,0.0,10.066666666666666,185.66666666666663,178.0
2013-08-01 15:27:59,PL_1,PD_1,2,5851.9989,2241.3155786999996,38.3,8388608.0,2332031.2,0.0,13.466666666666667,220.9333333333333,206.86666666666667
2013-08-01 15:32:59,PL_1,PD_1,2,5851.9989,2237.4142461,38.23333333333333,8388608.0,2046818.4,160.86666666666667,32.73333333333333,230.66666666666663,197.2
2013-08-01 15:37:59,PL_1,PD_1,2,5851.9989,2020.8902868,34.53333333333333,8388608.0,3506436.0,0.0,12.866666666666667,164.0,181.2
2013-08-01 15:42:59,PL_1,PD_1,2,5851.9989,1724.3890092,29.466666666666665,8388608.0,2650798.4,32.4,11.533333333333333,132.66666666666666,127.46666666666668
2013-08-01 15:47:59,PL_1,PD_1,2,5851.9989,1710.7343450999995,29.23333333333333,8388608.0,2432695.2,0.0,8.666666666666666,60.66666666666666,165.0
2013-08-01 15:52:59,PL_1,PD_1,2,5851.9989,1819.9716579,31.1,8388608.0,2080373.6,0.0,11.466666666666667,74.13333333333334,194.3333333333333
2013-08-01 15:57:59,PL_1,PD_1,2,5851.9989,1490.3090531999999,25.466666666666665,8388608.0,2046818.4,0.0,6.2,47.93333333333333,124.93333333333334
2013-08-01 16:02:59,PL_1,PD_1,2,5851.9989,1271.8344275999998,21.73333333333333,8388608.0,1979709.6,0.0,6.533333333333332,47.93333333333333,117.86666666666666
2013-08-01 16:07:59,PL_1,PD_1,2,5851.9989,1425.9370652999994,24.366666666666664,8388608.0,1828714.4,0.0,6.8,55.4,134.46666666666667
2013-08-01 16:12:59,PL_1,PD_1,2,5851.9989,1681.4743505999998,28.73333333333333,8388608.0,2147481.6,0.0,12.466666666666667,155.93333333333334,211.53333333333333
2013-08-01 16:17:59,PL_1,PD_1,2,5851.9989,1180.1531115,20.166666666666668,8388608.0,1962931.2,0.0,9.666666666666666,60.46666666666667,137.06666666666666
2013-08-01 16:22:59,PL_1,PD_1,2,5851.9989,1523.4703803,26.03333333333333,8388608.0,1593833.6,0.0,9.533333333333333,129.26666666666668,181.06666666666663
2013-08-01 16:27:59,PL_1,PD_1,2,5851.9989,1418.1344000999998,24.23333333333333,8388608.0,1632978.933333333,0.0,8.333333333333334,96.8,156.4
2013-08-01 16:32:59,PL_1,PD_1,2,5851.9989,1410.3317349,24.1,8388608.0,1632980.2666666666,0.0,20.266666666666666,78.66666666666667,128.0
2013-08-01 16:37:59,PL_1,PD_1,2,5851.9989,1743.8956721999998,29.8,8388608.0,1744827.7333333334,0.0,6.6,131.13333333333333,156.73333333333332
2013-08-01 16:42:59,PL_1,PD_1,2,5851.9989,1619.0530289999995,27.666666666666664,8388608.0,2147482.4,0.0,6.466666666666668,122.46666666666668,123.93333333333334
2013-08-01 16:47:59,PL_1,PD_1,2,5851.9989,973.3824837000001,16.633333333333333,8388608.0,1700088.0,0.0,2.8,53.46666666666667,63.86666666666667
2013-08-01 16:52:59,PL_1,PD_1,2,5851.9989,1858.9849839,31.766666666666666,8388608.0,1487577.333333333,0.0,11.133333333333333,150.13333333333333,193.86666666666667
2013-08-01 16:57:59,PL_1,PD_1,2,5851.9989,1716.586344,29.333333333333336,8388608.0,2069188.5333333327,0.0,13.466666666666667,162.33333333333334,195.0
2013-08-01 17:02:59,PL_1,PD_1,2,5851.9989,1572.2370377999994,26.866666666666664,8388608.0,1761605.6,0.0,8.266666666666667,107.33333333333331,162.53333333333333
2013-08-01 17:07:59,PL_1,PD_1,2,5851.9989,655.4238767999999,11.2,8388608.0,1370137.6,0.0,1.3333333333333333,12.066666666666665,27.4
2013-08-01 17:12:59,PL_1,PD_1,2,5851.9989,698.3385353999997,11.933333333333332,8388608.0,984261.6,0.0,0.9333333333333332,14.2,34.93333333333333
2013-08-01 17:17:59,PL_1,PD_1,2,5851.9989,710.0425331999999,12.133333333333333,8388608.0,989854.1333333331,0.0,1.6,11.0,26.53333333333333
2013-08-01 17:22:59,PL_1,PD_1,2,5851.9989,641.7692127,10.966666666666667,8388608.0,917152.0,0.0,0.9333333333333332,14.133333333333333,34.06666666666667
2013-08-01 17:27:59,PL_1,PD_1,2,5851.9989,723.6971973,12.366666666666667,8388608.0,872412.8,0.0,1.0,12.2,28.13333333333333
2013-08-01 17:32:59,PL_1,PD_1,2,5851.9989,651.5225441999999,11.133333333333333,8388608.0,889190.4,0.0,1.0,12.266666666666667,28.2
2013-08-01 17:37:59,PL_1,PD_1,2,5851.9989,694.4372027999997,11.866666666666667,8388608.0,933929.6,0.0,1.0,13.8,34.13333333333333
2013-08-01 17:42:59,PL_1,PD_1,2,5851.9989,706.1412006,12.066666666666668,8388608.0,1001037.6,0.0,1.0,11.0,26.4
2013-08-01 17:48:00,PL_1,PD_1,2,5851.9989,651.5225441999999,11.133333333333333,8388608.0,967484.2666666668,0.0,1.0,14.133333333333333,34.46666666666667
2013-08-01 17:53:00,PL_1,PD_1,2,5851.9989,1199.6597745,20.5,8388608.0,1219141.333333333,0.0,4.133333333333334,55.66666666666666,78.93333333333334
2013-08-01 17:58:00,PL_1,PD_1,2,5851.9989,1429.8383979,24.43333333333333,8388608.0,1761605.066666667,0.0,5.533333333333332,88.6,113.33333333333331
2013-08-01 18:03:00,PL_1,PD_1,2,5851.9989,1367.4170762999995,23.366666666666664,8388608.0,1588240.8,0.0,4.4,86.6,100.2
2013-08-01 18:08:00,PL_1,PD_1,2,5851.9989,1217.2157712,20.8,8388608.0,1526724.5333333334,0.0,5.133333333333334,84.33333333333333,87.66666666666669
2013-08-01 18:13:00,PL_1,PD_1,2,5851.9989,1515.6677151,25.9,8388608.0,1431652.8,0.0,5.066666666666666,119.8,120.93333333333334
2013-08-01 18:18:00,PL_1,PD_1,2,5851.9989,1515.6677151,25.9,8388608.0,1839898.666666667,0.0,6.7333333333333325,120.8,124.06666666666666
2013-08-01 18:23:00,PL_1,PD_1,2,5851.9989,1699.0303473,29.03333333333333,8388608.0,2259330.666666666,0.0,7.066666666666666,123.4,130.93333333333334
2013-08-01 18:28:00,PL_1,PD_1,2,5851.9989,1377.1704078,23.53333333333333,8388608.0,2225776.533333333,0.0,3.933333333333333,61.33333333333334,100.93333333333334
2013-08-01 18:33:00,PL_1,PD_1,2,5851.9989,745.1545265999997,12.733333333333333,8388608.0,1526724.0,0.0,2.6666666666666665,17.8,43.2
2013-08-01 18:38:00,PL_1,PD_1,2,5851.9989,770.5131885,13.166666666666668,8388608.0,1196772.0,0.0,1.8,20.933333333333334,51.73333333333333
2013-08-01 18:43:00,PL_1,PD_1,2,5851.9989,901.2078306,15.4,8388608.0,945114.4,0.0,2.8,19.933333333333334,50.33333333333334
2013-08-01 18:48:00,PL_1,PD_1,2,5851.9989,1281.5877590999999,21.9,8388608.0,1230326.9333333329,0.0,5.466666666666668,47.06666666666667,118.06666666666666
2013-08-01 18:53:00,PL_1,PD_1,2,5851.9989,1451.2957272,24.8,8388608.0,2013263.4666666663,0.0,6.4,48.86666666666667,120.0
2013-08-01 18:58:00,PL_1,PD_1,2,5851.9989,1131.3864539999995,19.33333333333333,8388608.0,2113927.2,0.0,4.866666666666666,32.53333333333333,86.66666666666669
2013-08-01 19:03:00,PL_1,PD_1,2,5851.9989,1250.3770982999995,21.366666666666664,8388608.0,1778382.666666667,0.0,5.333333333333333,37.66666666666666,95.26666666666668
2013-08-01 19:08:00,PL_1,PD_1,2,5851.9989,1289.3904243,22.03333333333333,8388608.0,1739235.4666666666,0.0,5.533333333333332,43.8,109.66666666666669
2013-08-01 19:13:00,PL_1,PD_1,2,5851.9989,1566.3850389000006,26.766666666666666,8388608.0,1828714.666666667,0.0,7.066666666666666,100.2,155.73333333333332
2013-08-01 19:18:00,PL_1,PD_1,2,5851.9989,1006.5438108,17.2,8388608.0,1918193.6,0.0,5.0,51.73333333333333,84.8
2013-08-01 19:23:00,PL_1,PD_1,2,5851.9989,733.4505287999997,12.533333333333333,8388608.0,1308620.8,0.0,2.933333333333333,32.2,47.53333333333333
2013-08-01 19:28:00,PL_1,PD_1,2,5851.9989,1267.9330949999996,21.666666666666664,8388608.0,1280658.4,0.0,7.466666666666668,75.33333333333333,125.33333333333331
2013-08-01 19:33:00,PL_1,PD_1,2,5851.9989,717.8451984000003,12.266666666666667,8388608.0,1112887.4666666666,0.0,1.0,12.0,27.53333333333333
2013-08-01 19:38:00,PL_1,PD_1,2,5851.9989,637.8678801,10.9,8388608.0,928336.8,0.0,1.0,12.533333333333333,29.66666666666667
2013-08-01 19:43:00,PL_1,PD_1,2,5851.9989,1098.2251269,18.766666666666666,8388608.0,917152.2666666668,0.0,5.066666666666666,57.93333333333333,87.73333333333332
2013-08-01 19:48:00,PL_1,PD_1,2,5851.9989,1363.5157436999998,23.3,8388608.0,1571463.7333333334,0.0,7.933333333333334,93.0,147.73333333333332
2013-08-01 19:53:00,PL_1,PD_1,2,5851.9989,1304.9957547,22.3,8388608.0,1448431.2,0.0,5.7333333333333325,78.26666666666667,118.6
